event_id,a21s0,a21s1,a21s2,a21s3,a21s4,a21s5
0,0.7808621978418123,0.9288272453622916,-0.9971289960820218,0.4474756240161573,-0.8301185281603223,0.7047118010009379
1,-0.8944070872465392,-0.7687042553243421,-0.3194415910080795,0.4876227179888742,-0.8812652008349315,-0.6514787108107638
2,0.59363305769702,-0.9973234622149536,0.4203311743846982,-0.9371486008390312,0.9393322460230866,0.8584847755531069
3,0.2605451163547574,-0.6286512836150707,-0.9599468885250598,-0.4880504432319535,0.9665276175842091,-0.6375217025549149
4,0.8859872098729225,0.9964598271191858,-0.2815127324615549,-0.3692355723622772,0.5500308097231387,-0.958365012223561
5,-0.300056862693852,0.992308885729592,-0.42024632502535786,-0.8823733690333401,0.9429058639525216,-0.5482214622417132
6,-0.7236880792025592,0.05611004994228532,-0.8565906500620052,0.4289023719755112,0.9851708129512784,-0.5496748736313426
7,0.8131599066630976,-0.8995443889387563,-0.7433936877842361,-0.6387867657900199,-0.8064031021905782,0.19538324784655986
8,-0.9736299354032159,-0.742144447125388,-0.8548702912272464,-0.8311987865852459,0.5498136498923438,-0.4769525482159021
9,-0.8881307464721345,-0.5528658841807513,0.9058665591300163,0.9938783315742582,-0.9326442046648726,0.8738297868796395
10,-0.2310213489752675,-0.5661933916808344,-0.5560034136289652,0.18228862142796096,0.8539043418684291,-0.28399401547673603
11,0.8301482129623606,-0.264326792901172,-0.9028598041033676,0.2707972931104363,0.28584619740282263,-0.7982537567062041
12,-0.757018307369748,-0.9917069262376644,-0.8991077518294344,-0.6621729924324844,0.9811162383775338,-0.9191617703045359
13,-0.6214511969035562,-0.9023844480387784,0.8025171413537708,-0.9361827172257348,-0.9739605212667316,0.6447817792809476
14,-0.5905819049503243,-0.36725247466259203,0.2465562914619264,-0.8778395199617626,-0.7340740908791549,-0.28939061219302403
15,-0.8204363061020644,-0.7401841137797356,0.2301310191084049,-0.3548865864089237,-0.9544119237543708,0.9952470344961909
16,0.9436291053776584,-0.3814732599244973,0.5109894684261206,0.4781920242774282,-0.3219579565799693,0.9841243254455121
17,-0.4790194446480859,-0.8328054196107947,-0.31488000509937314,0.16045787865438946,0.9779543119099724,0.4212396768497593
18,-0.9188103245682424,-0.8591939482287503,0.4978637346224395,-0.910547888685008,-0.501336630765043,0.21496116905371493
19,0.25626083465683114,-0.9920292015565996,0.6501143562618694,-0.8711350728608553,0.5004280381420857,0.6204818974263523
20,0.8751277888057428,-0.9992658487070296,0.2074485382199768,0.0423144144159791,-0.12854873772952888,-0.35266740333180874
21,-0.4317899379287712,-0.7061729008620046,-0.926797403416391,0.943924758161533,-0.1285033127626176,-0.7278605424853517
22,-0.9009638025928216,0.9999674793153251,0.9627870550716038,0.6119021640441753,0.07511450355897893,0.9906296350407066
23,-0.6281320588352045,0.5127591296395431,0.3708137989739968,0.3657978747471402,-0.1571762490232958,-0.8680687000853994
