event_id,a29s0,a29s1,a29s2,a29s3,a29s4,a29s5
0,-0.7803519904551239,0.9956019981813397,-0.06300751319912504,0.27388554991129804,-0.9032152933311756,-0.32709456936844816
1,0.3092775213918757,-0.9156052405581038,0.20353298027611694,-0.14932361984928044,-0.5158741991192456,0.8379492772722958
2,0.8188747354931921,-0.7210230440460966,0.8294669283997426,0.3037990373324821,0.9295797842236491,0.5725368515527937
3,-0.9810784312813796,0.950014344442462,0.564017324110302,0.2565870908699312,-0.3722126432966457,0.6551711186056697
4,-0.6012673344523388,-0.15658915369886375,0.2000918591165496,-0.9754587950131359,0.489254033167532,0.23842715898794095
5,0.3621081978800135,-0.20227002207529315,0.8964071920340937,-0.8349732921020465,0.9143692556222136,-0.4563837710990349
6,0.9862254819107884,-0.334216670753607,0.1807570905853524,-0.7112886784084477,0.9431365648224928,-0.3963850223985204
7,0.2972059178069679,0.5078541880936869,0.8131904228193556,0.926397665140126,0.7910231838965266,0.879565680700892
8,-0.4500374066990327,0.9978449593553896,0.2518303897041782,0.011166546888773377,-0.9996439879445154,-0.9652411556439842
9,-0.626358574580201,-0.24683761865090104,0.5144964754261019,0.4836006367135418,-0.9791303358126546,-0.8140054056022703
10,-0.8169976491436075,-0.5099625945005767,0.6134003298968354,-0.8019483758251695,0.9633116950235936,0.2917226918179337
11,-0.5171458536687965,0.9998413999819978,0.9901888659059536,0.13261697195035285,-0.12328732938743513,0.7427867217318879
12,0.03029093758464407,0.2397304986784797,0.6772080026467834,-0.1589638123734376,0.9869934565036766,-0.054420578317824486
13,-0.911676132985532,0.0020365582490017033,0.29276224278798896,-0.9969084247142947,0.8148671501089466,-0.5858321666846851
14,0.8748862464404911,0.8971152940117957,-0.6531301039889228,0.4265592122268949,0.3710009784525252,0.1955514595516184
15,-0.5150197690527931,-0.3340327553351333,0.9999773244327874,-0.6688486107049502,-0.985809059162834,-0.01499053080189697
16,0.3063077651323265,-0.1837381059309784,0.7228206449998011,0.8795750568787656,-0.993544484366602,-0.6945258927182882
17,-0.7905812673114073,0.7154881743250876,-0.30149876638232065,0.9520187153122068,0.5756754819328941,0.9213488143677436
18,-0.760820582810292,-0.7073083385738745,0.19244225861202974,0.8078237181055963,0.918559142980227,-0.9441773303612984
19,0.3828399550760208,0.0520560623972998,-0.046072515759743284,0.06332126072297017,-0.7612306280119676,-0.9852150732252012
20,0.7740439597880889,0.9734090416346378,-0.4037496509025286,0.5191077592889289,0.6586779696448909,0.9377094903952992
21,0.9037135994710852,-0.9017867726092754,-0.9827356541167774,-0.4716236757402951,-0.9999623140906952,0.6936553302043813
22,-0.3909133020986385,0.9172052237822697,0.7559689707793986,0.028523643635948462,0.8626439144272049,0.32521075132757155
23,0.9925917597884062,-0.3660546190779799,-0.31908856509506844,0.8458683744911163,-0.4987212627988968,-0.9452901451720056
24,0.753952540685728,0.17420550016876687,-0.9999801054601241,-0.2478672658237014,0.9824992449295652,-0.1230491668623456
25,0.9901912603954992,-0.9983153677933936,0.9867211247203462,-0.9002330104329404,0.5885791319067407,0.4930858223248036
26,0.3478738527746123,-0.9880212653270672,-0.998611736976613,-0.8486329773657106,-0.7774947954807351,-0.4482766559215539
27,0.4492051243821144,-0.5093436941142818,0.8872245988197399,-0.9700205140154458,-0.8370814601671737,-0.7070561849125009
28,0.8220551556177458,-0.9545546232397176,0.4591964400006249,-0.6640752638186959,-0.8642832207479674,0.7364730634662535
29,0.9999816298072152,-0.600287530924623,0.1042979861117304,-0.9818594096257132,0.8954569282921584,0.15188260390989286
30,0.35039584260722223,0.9661281438989676,0.9148164247188392,0.6865880893168813,0.8219407979672757,-0.9962738574355736
31,-0.20549566238645264,0.2419018272456805,0.024665901279783596,-0.6740973085424949,-0.3380982356091663,-0.539109821815574
32,-0.246486765927157,0.17573864139455322,0.0937418721365858,-0.9939141029556848,0.006311821836933367,-0.9200417872566398
33,-0.12447152325488822,-0.5927569519357915,-0.3853421316351297,-0.9852026835251716,0.86988224005575,-0.988232739635896
34,-0.9565700798907424,0.2322068145534455,-0.9903154640242678,0.5134416288166547,-0.08444448627860345,0.9984226447405756
35,0.4761766295609784,-0.6603063546148481,0.5069675238134529,-0.8989997973235034,-0.9315828413791176,0.33625545870669304
36,-0.8769440959993755,-0.9526689577907332,-0.4121507681664838,-0.696426078680364,-0.2339212843797532,0.3451011548656479
37,-0.8640901370859133,0.6821006954084644,-0.7160404696573639,0.7214915211833233,0.08934044990674501,0.9308212094927424
38,-0.6080231125700071,-0.33252862541200623,-0.7665252261791704,0.7074952012871041,0.10642527453529868,-0.6321571693201307
39,-0.4656681494800015,-0.4084252881400025,-0.9629645622770734,-0.3167508292477208,-0.5489412794506927,-0.9440177568186096
40,-0.9943479166568922,-0.8825747944065124,0.8355692940110999,0.9976666084141056,-0.9650675115989324,0.9036482895164324
41,0.15811479434188705,0.8372564769387315,-0.968512052209447,0.4899112154095716,-0.5187216703007566,0.38505740520076304
42,0.9997140572693616,-0.3918792961826599,0.8110949463056679,-0.9880467811373944,0.7711188039555856,0.9414981683783794
43,-0.8495237196205041,-0.9649778999967884,-0.5250499028990102,-0.4878819049979468,-0.15244715599396313,-0.6633122046607481
44,0.1982402000104488,0.8731453883149891,0.9348287390513392,-0.6114133418073139,-0.7179741695749937,-0.9316773296198436
45,-0.6976002983129613,-0.5178651767813084,-0.6275885858984372,-0.9623338093732464,-0.8364566843596652,0.2554351590629473
46,-0.8414031764962181,0.8287999942221531,-0.7271843389198855,0.5721481535306453,0.9797587598565648,0.9192046409498588
47,0.1888151530543775,0.3439098363746538,0.6230676753639014,0.15671851937628878,0.8341591357565699,-0.933233274434994
48,-0.6612280689924681,-0.8630404061334473,0.8393391242368259,0.8097920254964324,0.2387343827576755,-0.04655446372970711
49,-0.5363774430077906,0.7528836101473189,0.9428504599088152,-0.9217783266923764,0.9460541271566544,0.1517094506244853
50,0.6783003787015158,-0.0643118908849506,-0.6394590935760457,0.9954900052153676,-0.7612018161656952,-0.9893310273920386
51,0.9909964407618028,-0.8125442491207966,-0.9975829831172096,-0.25791220757860844,-0.6977221440775966,-0.3485893641343672
52,-0.6788259738820117,-0.92145475849177,-0.40890384933597773,-0.7887770559632747,-0.5179246084192204,0.6465706638804228
53,-0.9350510294071372,-0.9431558326308104,-0.3477690642315269,-0.7727314341241109,0.9894506280633474,-0.7920189939610649
54,-0.33809448673515635,-0.9740402524724804,-0.9968823172292112,-0.9997692763492784,0.8134205071852633,0.7046619037645343
55,0.8702577272383121,0.9234116487178824,0.4250612796731648,-0.9369976388210166,0.07638785653400446,-0.9983602932090768
56,-0.4885429730499507,-0.1839493787309434,-0.9712482533964774,-0.07722439523616215,0.8589458701480925,-0.024121538235550532
57,-0.1941586140687148,0.19015823042911134,-0.5215462081495524,0.7913267919618561,0.9724498728659742,0.3494044798399186
58,-0.9773376146454256,-0.7153472253765197,-0.7206152038291698,-0.625393541269855,0.9606753777464798,0.9730686839621572
59,-0.6665913077681064,-0.9934672439174209,-0.664450011429334,-0.9283709546302668,0.1923675643939462,-0.1399569169135714
60,0.9857050658480948,0.9716663547894774,0.9995953181508904,0.10449478381459112,0.9983812680356596,0.3210601756858608
61,-0.9999233164732044,-0.9063671412474844,0.17276558999234307,-0.08048260652533376,0.000558089843787006,0.9282526750526304
62,0.9930373415003868,0.2815844157220671,-0.9989166893161688,0.8994413870468353,0.5714827996716925,0.9060031434473432
