event_id,a16s0,a16s1,a16s2,a16s3,a16s4,a16s5,a16s6
0,0.012185833952726984,0.5609077511559578,0.9777490001039244,0.6413202642721121,0.8347897442319756,0.32177703184771744,0.9863802712485548
1,0.9532872748569776,0.5515559299979784,-0.7593764456613632,0.7138920763342811,-0.9520493556728772,0.8976612402235614,0.7592791716720736
2,0.4824218960370684,-0.6128151539655762,-0.9985143401144742,0.3927982733279041,0.3755655703520605,0.475554915811257,0.9928952116854316
3,-0.6729346403102643,-0.6480599520135021,-0.8866399726597726,-0.8723140276832677,-0.9175077270311186,-0.652304894165577,0.6680890306323385
4,0.12250170781729472,-0.6357046607306632,-0.9468552961904216,0.938754456417816,0.9999471394333564,-0.2791822528299483,-0.7939005957339129
5,-0.6870713374131738,-0.8515624477265681,-0.028143879146997862,-0.6168685232896757,-0.35667908798448233,0.36965546145373,-0.3897553043082777
6,-0.9867003793662718,-0.06329529276929066,-0.908435544305217,-0.9860098116373636,-0.6300010135653487,-0.32847241051243914,-0.4908582114685434
7,0.94568819671347,0.498811903987642,0.6542469415911193,0.4934106670454638,-0.8490824071258641,0.28515062422767873,-0.3877443324001375
8,0.08683616640668683,-0.9910594332859344,-0.6208199825358816,0.8574688695968462,0.9850340272526262,0.8942355728891525,-0.5642907441515611
9,-0.9417234999751536,0.4496504402731183,0.3056251093351945,0.546871204054299,0.9937844539100052,-0.6160247445053246,-0.3391611035173652
10,0.9896778047245868,-0.7515109169750559,0.721915104088843,-0.8867817796477445,-0.3671573241248448,0.0914371626830902,-0.9796297592001966
11,0.8264050932444269,0.9983269184492732,-0.3006161914319091,-0.6995950638271157,0.214835648599047,-0.7987884724492534,0.6466282363118444
12,0.034811005033803986,-0.4924837262432659,-0.9426157195278738,-0.7763794871123095,-0.6644174469161822,-0.7002894478580266,-0.8994595004481104
13,0.5112833640087375,0.95571101596903,0.46139888784551897,0.13760555224478366,0.9382856896320312,0.8881268546736371,-0.8781846209391191
14,0.033503235868659866,-0.9299625821375956,-0.6703334281067346,0.9961444850328148,0.8161225154579244,-0.8255393772456547,0.7082141581268293
15,-0.18446442395379595,-0.0607709745751398,-0.9509746186224708,-0.9999984617811234,-0.30955391331411225,-0.2168455405513905,0.9631658321523804
16,-0.8314233917243259,0.9926330771449032,-0.4113655440535507,-0.9438568869190848,-0.9705920629192358,0.06673775545871283,0.6860488361233823
17,-0.5400725174426042,0.4603300469723146,-0.97785917273669,0.9067692178848998,0.12767761683504408,-0.6785190528720042,0.9147591648474624
18,0.4289566374941459,-0.5623733246266589,-0.813143479854379,0.23177791910777745,-0.9999971571008528,-0.7357293285369516,-0.013067322129040876
19,-0.480976896370933,-0.8168698847205957,-0.05397307774616137,-0.7097531972378355,0.15090552303635885,-0.062184514087181474,0.7523279993927318
20,-0.4490476292724229,0.05228319407733696,0.9527490215696278,-0.6176599439897829,-0.29245287553587107,-0.11271695417994035,0.9429035823068468
21,-0.8917821164974231,-0.21086893239197327,0.10654433156177424,0.4905878470961832,0.018269354503883343,-0.5497463422695894,0.9086840553001694
22,-0.7713141955904812,-0.28488965151245577,-0.2363560027598009,-0.9951437482383252,-0.8767043491054595,-0.8261973755910057,0.3274392943850341
23,0.3492902752135465,-0.91626790867204,0.953820255529416,-0.3066570518101503,-0.9933370673531166,-0.7983939706070821,-0.8369392655451665
24,0.9584078414795641,-0.8763910391327941,-0.9509921370960308,0.7672982860842515,-0.9461082733167028,-0.9746460151011204,-0.7067442991945755
25,0.6107855802090502,0.7093992817643127,-0.9839324425007422,-0.2360189647739679,0.9561677523602994,0.8950494409873604,-0.8524993733375408
26,0.6757980908211149,-0.6731221031141654,0.5073070650161241,0.8852534700529147,-0.9345665889168648,-0.9962623511428736,0.7588505668746116
27,0.9528929659666184,0.6371430046973658,0.9651899020994256,0.6088741276332237,0.9741303326933922,0.1988365880240485,0.23012638826484905
28,-0.6878708239017215,0.7218238675725589,-0.8637406786969175,0.7545284337058951,-0.14378039047118815,-0.32531599530831223,-0.5511503885267774
29,0.16754033100758328,-0.2539166145825689,-0.30666153718141603,-0.7329938711104024,-0.9566189559979704,0.6686106776722572,0.9233893483451036
30,-0.9599380659229324,0.9222369118202256,0.14316505508241514,0.9638018559789148,0.9783058501434748,0.1950423510372568,0.8238712733179859
31,-0.99736093365226,0.4660399268284434,0.9979435339951592,-0.54575095858017,0.3724301943182397,0.4364266787806165,-0.9531433271699168
32,-0.9455451480083256,-0.4928405095522589,0.8217504192311083,0.6379061874260387,0.7348573347013868,0.94957069948423,-0.9789239202236484
33,0.09543432368684228,0.9949493754332392,-0.9092136993493638,-0.5144025046069566,0.15998800135944752,0.9892530061199688,-0.4389544688607286
34,0.7834693146990541,0.9842369856993668,0.2083777882682501,-0.2830170189242517,0.9998142815994442,0.2848951354267924,-0.9969633556389408
35,0.8906067811541564,-0.897450927374521,-0.9991015566646873,-0.32602012313831635,0.6022790806990012,-0.8838584713311425,-0.8018038686797287
36,0.4987707823706206,0.9794980316285324,0.5281332758218039,-0.7002198855300319,-0.9914842763392674,-0.8518194027696973,0.8662814887837038
