event_id,a24s0,a24s1,a24s2,a24s3,a24s4,a24s5
0,-0.7667708256930101,0.9997551770070712,0.7549173114510005,-0.8375520363396457,0.1967680195179662,-0.7924574472935868
1,-0.4730370022897086,-0.5570910118486971,-0.4937041344717536,0.4480000209427975,-0.420746758838468,0.6689845018128673
2,0.6342566965255223,-0.9712154752570682,0.24957155152207924,0.1627027677228934,0.030396910609486683,-0.9558382562985458
3,0.9077230195913096,0.9800775427576895,0.7744245079976133,-0.09631992590229684,0.7998072855645846,-0.5670467332369842
4,0.9742384979209414,-0.7971201219475083,0.9943969995877946,-0.2001054569239617,0.6357068135972528,-0.9696482172613684
5,0.799419842010118,0.9962213519920244,0.9323411780498271,-0.6576137026195119,0.4342551993457031,0.7089581173914409
6,-0.95076802980487,-0.9125981035298892,0.9715581153816104,0.9089344569977149,-0.7156693108490466,-0.8219472751642221
7,-0.9074627329096968,0.9918358584390236,-0.09351010113040843,0.06673672103995346,0.1264545262179907,0.6242114565618853
8,-0.7006198953089351,-0.16351903484504535,0.9870987114759884,0.7514725934561712,0.8452770441378064,-0.6704175311430753
9,0.9282403846066808,0.24920465654332366,-0.12008151848324505,-0.5367348715564878,0.9999011590651442,0.028373552620390492
10,-0.9734170569371748,-0.9910603056726374,0.9543737564946108,0.8316295234084667,0.6940576036922649,0.5405366609445089
11,0.03083741884819245,0.08085245019278023,-0.8272717432026748,0.8383485440084687,0.9559277626052959,0.9799746370837229
12,-0.9893587175349906,-0.2447389462753087,-0.2995078327908755,-0.1293937086918681,-0.6585253497888616,-0.5845074779766474
13,-0.9012172964141584,0.09331329991040037,0.9976243946538,-0.8286119009098954,-0.3253067356636405,0.9999488145986812
14,-0.15473736805290378,-0.4837046281551968,0.6119347015986103,-0.9988373244462541,-0.233017738648066,-0.9207159356343082
15,0.1989571498228388,-0.3123812443182828,0.9380138049698504,0.4107910946068798,0.9837219506706716,0.08787273457624775
16,-0.016115139657346473,0.5092248274503309,-0.9997849707658804,-0.9902492352053384,-0.8726572075151144,0.976195483122308
17,0.013002832640534031,0.6935273781232377,0.4341799173944792,-0.34766289152801394,0.725027696055343,0.4144382908550786
18,-0.8876593417052556,-0.5866084401672419,-0.6276803570886261,0.6543511487835353,0.11655096575486812,0.2464879952080097
19,-0.6557487154789707,0.06445397630671247,0.6586458323931226,-0.6625079388777689,-0.8853081390807397,0.21758390863552687
20,-0.4851203781406566,0.8436901573703991,-0.6657455084143264,0.6175427106289644,-0.8856785783162946,0.145285902477739
21,0.4140906551340824,0.9939689775614456,0.9934630997005712,-0.32291352387268096,0.9958908658952852,0.9941732296998096
22,-0.8305227297731792,0.954958825498106,0.8652877706182711,0.171295098011309,0.5195946376763079,-0.2669323286700772
23,0.2214744473815186,-0.9461266895262692,-0.19620893466942035,-0.654748606509506,0.08416594470267043,-0.4868176185158909
24,-0.32055935322962603,0.1867615702341041,-0.2701915995259385,0.5129733084075324,0.17641812631785975,-0.7986290698627313
25,-0.10921320590673156,0.9871139011918728,0.642653186246362,0.9907461456591312,0.7795157335200354,0.11055799482848913
26,0.9501168074062124,-0.21353374110608675,0.9990268780032396,0.9836463874355799,0.9321060064146652,-0.28524229375012305
27,0.9814358096919612,0.9886244574139632,-0.9108369835950174,0.7857501551644949,0.951326021051148,0.6543178593561839
28,0.5133077295030624,-0.7600553732447856,-0.06981960533003623,0.2543921657954536,0.2377223152715673,0.6091228709739078
29,-0.12841542481519316,-0.9432533766295468,0.2790691059497392,0.0487984121993004,0.9999733012943912,-0.9380203818858354
30,-0.12974257003530376,-0.9253051952590164,0.9259574744281712,-0.021986148815872443,-0.613179781276995,0.5710964178659501
31,-0.7170691460563627,-0.9930213651562309,0.3004424992082804,-0.774264731792313,-0.737299950703205,0.3366671301678465
32,0.11711179433027435,-0.17792784542475829,-0.7316259939074532,-0.9312875882917198,-0.046154355431787406,0.5161069737486104
33,-0.27951414186454404,0.9962861931811736,0.23528765196193815,0.663864600700023,0.9813088454536214,-0.3529181112948997
34,-0.5666518236982997,0.9967327741937666,0.3643408283072544,-0.7756947003294694,-0.5122298540622708,0.9820544068736012
35,-0.9035950139112394,0.6131659305307713,0.9725401815028192,-0.06377125302555148,-0.38212214127021216,-0.917412205312204
36,-0.05894756982935384,-0.7478859812115729,-0.5701531540096749,-0.11004902839344216,-0.9407639257209276,-0.7444753818385055
37,0.3541381027102376,0.5440774773535603,0.4555938021803147,0.5252409579928443,0.22547437194346304,0.6753102513997385
38,-0.8883345474440146,-0.3589593042009593,-0.5245489738609572,0.44996081146332384,0.9976115258052138,-0.06366514125762374
39,-0.9995923466103388,-0.9882059053036324,0.9818081197291568,0.2777164243141655,-0.9741635535006256,0.9830737856506688
40,-0.9999891667199464,-0.9059524370151206,0.248286677117718,-0.7070099478814118,-0.6884961950603075,0.8739172066569921
41,-0.9966918173684844,0.4647654419466185,0.9949877455851502,-0.9994442168201032,0.7700104169075032,0.970420817195056
42,0.6569291146165754,0.9999950784821694,0.5013696224896944,0.6099281686813018,-0.9999940977044568,0.9959766202806559
43,0.4257976522691138,-0.8883769044864773,-0.30584070197578506,-0.4888617884551793,-0.5767134435025821,0.644596314416514
44,-0.12807160757956335,-0.9997842013492092,0.997029199189968,-0.9922534629936088,-0.7760479188746352,0.980167571593774
45,0.9297683680016297,-0.3144195235461083,-0.05009515492320423,0.15098803417829246,0.9704672851134866,0.4318079075056374
46,-0.6585871020663135,-0.9712274648044992,0.6096416594776335,-0.9254220520100932,-0.8083971880552312,-0.6643332217213178
47,0.36569706302757865,-0.9168337879988948,-0.533871122636485,0.5395322564547097,-0.9999808730896436,-0.9769036528355408
48,0.6465660021324268,-0.2994473909798236,0.8422795604721508,-0.3610984681609816,-0.6664005881238488,-0.8988109103316292
49,0.9607551207865684,-0.017603540301946604,0.9808183563978268,-0.5209391252694524,0.15928028456745022,-0.9464253174166992
50,0.7600547607411468,0.8167496174708653,-0.7291752774299287,0.7411367718992541,0.9933640804057569,0.9999691027178136
51,0.9997245661752776,-0.4192540265691916,0.00423463167049918,0.985345806225043,-0.03736784693546977,-0.8900893288331159
52,0.08175124869716534,-0.9026620302509738,-0.9961510166337758,-0.6247701804533603,0.025039947069627217,0.6803623921724675
53,-0.7549307111259228,0.9945253111568528,-0.714706600426986,0.5894080616177734,-0.9670808285354304,-0.970129723749346
54,-0.06813210223016843,-0.9937396993898217,-0.6738251184737188,0.3296839967909973,-0.2449422094543908,-0.5534517737600353
55,-0.39546080508761494,-0.2728312591107619,0.12658077609661292,0.13779930109584018,-0.6299768351785349,-0.4294296282644224
56,0.8913683240418655,-0.261104474589828,-0.6324028894837137,-0.7994124974676582,0.662883697879114,-0.4235229852987649
57,-0.2265500736431813,-0.2744748286175652,-0.9322596825409056,-0.8030076095189075,-0.99810280388256,-0.10574259191770707
58,0.6898415448409815,-0.0939245382364056,0.9924560920994484,-0.7858434118440345,-0.9911482955713844,0.5137962150149874
59,-0.4905152107685646,-0.9815037072586263,-0.2588002157901946,0.25895916755189563,-0.9934170030579412,-0.958312597684864
60,-0.4917409950823604,0.6671802121206786,-0.3017580277334331,0.5940844413948414,-0.9921198345260162,-0.798110070536112
61,0.3365162451315306,0.8274997286085258,-0.8303960222335418,0.8538858466875998,0.15004773081749204,0.017120338483348783
62,-0.6199945071002931,-0.17410793894299,0.9801121082052214,-0.5575088782458989,-0.2450732063004788,0.8570928507841171
63,-0.661522136915199,-0.6990072377387997,0.5266172838367629,0.9323386289338642,-0.14969495983148332,0.7545759081830754
64,0.7170500758497339,-0.6367005671269217,-0.5407538772203385,-0.6830157568543728,-0.3143395199927557,0.406769907724513
65,0.2496426491619549,-0.4640829519280717,-0.9099927601797902,0.4722463914338531,0.10847769097113777,0.5045130050856911
66,-0.17206505462777308,-0.9971896316377322,0.3340367010040197,-0.14947437276767567,0.4557628446577363,0.5921846534846527
67,-0.032078399060928464,0.7509394922071282,-0.5048244783809795,-0.6676473799804234,-0.14026688724899028,0.5303168952266439
68,0.9933313664423986,0.8732777998346363,-0.3888158732269238,-0.2085241478178412,-0.8321139972389001,-0.22790053690338394
69,-0.9803096988835512,-0.4634526644091162,0.8839165651580448,-0.4322448690030207,-0.8713622820898986,-0.6215022325309091
70,0.959409537090646,0.2794337732460461,0.8772521393145247,-0.7690461500607206,0.4174324634618149,-0.407899329796741
71,-0.9055449482663014,-0.6383450745557395,0.7362423116273159,-0.8519829515851686,-0.9809878169927873,0.6808699034918468
72,0.9628282802542586,-0.8208724114550898,-0.4106157355423713,-0.4985492486488473,0.8986490330769411,0.12299598093719882
73,0.9148364870862848,-0.6022496025788929,0.8953285181356714,0.7834759370723532,0.6077258069609636,0.9966733029942736
74,0.7132458633750499,-0.8922533633604822,0.5793383704868713,0.2694735829152991,0.6544750769593943,0.6449851302467318
75,0.18030804577214035,0.19233621006105725,0.04128629116434584,-0.17839480883615252,-0.8448178938104441,-0.9822463754501988
76,0.4286658431693736,-0.8633776893989996,0.06565343798493625,0.3596407568976284,0.279954503349821,-0.9984564449715142
77,-0.7252408365202782,0.8088143288421141,-0.519717281523469,0.8419389396129102,-0.93901007534143,0.5975892876055124
