event_id,a26s0,a26s1,a26s2,a26s3,a26s4,a26s5
0,-0.18665770980310994,-0.6791787366575002,0.922263128692785,-0.9424150626001648,0.6333838613051056,0.9885418591962724
1,-0.8704639499595197,-0.9757335529043346,-0.24936342073191506,0.9527241727673014,0.7444152321952504,-0.6607032060189623
2,-0.9924230427744906,0.7005301070803306,-0.7126957408414538,0.6905447680836629,0.99201051225442,-0.9995931277109976
3,0.623615218746527,0.28638871284211576,0.9473453608835832,0.2018242822502486,-0.5765400378482993,0.05633299628969371
4,0.3169901397741349,-0.928592606266006,0.5625026232957352,-0.767982004638052,-0.07291745960731058,-0.2533006312093588
5,0.1806656631095886,0.375354357697834,0.3202550117887801,0.9944867737130736,-0.8542932896875252,0.6185948726101929
6,0.15472153497950122,-0.5580294448379588,-0.7015959062450131,0.8532366175689183,-0.2867306318280555,-0.9751111216003494
7,-0.267612356141562,-0.327618655521437,-0.5114034667968543,-0.9968984486300584,-0.9987490697482416,-0.2002597326201629
8,-0.9934664316949242,0.8784895160983093,-0.7924703566578004,-0.28636631002325263,-0.5151865246277922,-0.9516312482249248
9,0.4553919842901923,0.4710964860764624,-0.9970817304990858,-0.9963846115658156,-0.5894958037499972,-0.6380910534619508
10,0.7113892880987394,0.4151645575896284,0.697214734093721,-0.07952959861159482,0.999971444611006,0.7203432143214736
11,-0.9991316212497048,0.8609620248070468,0.5164121527103169,-0.6959100143099963,-0.5393249630527085,0.7009933306959241
12,0.4825099457975896,0.5220213905458435,-0.33292902878126945,0.5919557947663125,0.4055477502476649,-0.5847147592761531
13,-0.9691858821920624,0.7461253460322796,-0.7082205555036736,0.5878222820513711,-0.45025077496240296,0.9919581435583116
14,-0.6269690889388331,-0.8403367043550225,0.9993304362858216,0.7140892742603322,-0.18074060811418072,0.2566276096418585
15,-0.9867815847982909,-0.977273097314763,-0.4752063821226126,-0.4122073661997171,0.9983624333474902,-0.9952817710264013
16,-0.6806955048664113,0.8095845859391084,0.7584943993489375,-0.8006542712295965,0.6364276450885399,0.3786538288097365
17,0.13833955747024032,0.8311553241763933,-0.7705299021924221,-0.8204799949170429,-0.3013672018688766,-0.36239609862896205
18,-0.5303229375096992,-0.8235181600525238,0.6713060369231681,0.3764803081167724,0.5330266498093035,0.3080535370154687
19,-0.7072909076589928,-0.5114036858952303,0.96754883214259,0.3238452944698297,-0.8946310611547424,0.6603799729580806
20,-0.8738768139299139,-0.5576685700688685,0.9083683973974204,-0.8141213249435182,-0.8645098422282086,-0.7332817979732508
21,-0.06358149687238804,-0.6618405811804662,-0.9571396745923059,0.8852576129681188,-0.2071228013173209,-0.5872454689514851
22,-0.14039660644250085,0.9998786676374648,0.8982785690608337,-0.693233378683352,0.999823355886694,0.8813805614714001
23,0.8571018052057854,0.5348651418323682,0.7316544163222067,-0.14062255980901486,-0.8948514435368774,-0.6487736511590803
24,-0.8822092382407716,0.24527092133745676,-0.1273783667895285,-0.5189312448970966,0.20793230115562453,-0.33873635615857395
25,0.3447598908331155,0.48386549416842994,0.589656123312855,-0.18704265510881585,-0.3302626237470902,0.4831894138212495
26,0.4256211877011237,0.9979304729137396,0.9856579934583072,-0.9938468946598921,0.6731441804008712,0.9974458447975904
27,-0.7526981479935596,0.9747628672631788,-0.748138922599048,0.18148760406950826,0.40172140827510827,-0.653922059140054
28,-0.2099746803048892,0.3774936776813807,-0.9999997514026076,-0.9971859660711608,0.9628825072152164,-0.8405024415960419
29,0.9917890419053712,-0.09530036004593764,-0.25859040522109034,0.9492924005523552,0.9272761500897704,-0.4742714270452896
30,0.6863363006367396,-0.8833632011953342,0.33968086753692445,-0.12397553882291135,0.5852338241101733,0.9767792363751334
31,-0.5567443280283138,-0.7021653450015994,-0.6858389338051479,-0.9982389011799162,0.028289489498929076,0.9614046971601934
32,-0.8226256068110382,0.8912387390162337,0.4279793632873806,-0.5429948990555298,0.7907464358035902,0.4863070272301295
33,0.3143680751380583,-0.6439127708162493,0.7819851418966095,-0.8215183870630215,-0.6303737596968122,0.2303775662919296
34,0.5486969006524065,0.8378521837881195,0.7136467593531555,-0.2570359715157166,0.8560828092078477,-0.7808245795142048
35,-0.4092883924121923,-0.8776419589938789,-0.2881139502674471,-0.09204016832732256,0.999789266491646,0.833932447053672
